StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q13_1,Q13_2,Q13_3,Q13_4,Q13_4_TEXT,Q14_1,Q14_2,Q14_3,Q14_4,Q14_4_TEXT,Q16_1,Q16_2,Q16_3,Q16_4,Q16_4_TEXT,Q17_1,Q17_2,Q17_3,Q17_3_TEXT,Q18#1_1,Q18#2_1,Q29#1_1,Q29#2_1,Q30#1_1,Q30#2_1,Q31#1_1,Q31#2_1,Q32#1_1,Q32#2_1,Q33#1_1,Q33#2_1,Q34#1_1,Q34#2_1,Q35#1_1,Q35#2_1,Q36#1_1,Q36#2_1,Q37#1_1,Q37#2_1,Q38#1_1,Q38#2_1,Q39#1_1,Q39#2_1,Q40#1_1,Q40#2_1,Q41#1_1,Q41#2_1,Q42#1_1,Q42#2_1,Q43#1_1,Q43#2_1,Q44#1_1,Q44#2_1,Q45#1_1,Q45#2_1,Q46#1_1,Q46#2_1,Q47#1_1,Q47#2_1,Q48#1_1,Q48#2_1,Q34_0_GROUP,Q34_1_GROUP,Q34_2_GROUP,Q34_0_1_RANK,Q34_0_2_RANK,Q34_0_3_RANK,Q34_0_4_RANK,Q34_0_5_RANK,Q34_0_6_RANK,Q34_0_7_RANK,Q34_0_8_RANK,Q34_0_9_RANK,Q34_0_10_RANK,Q34_0_11_RANK,Q34_0_12_RANK,Q34_0_13_RANK,Q34_0_14_RANK,Q34_0_15_RANK,Q34_0_16_RANK,Q34_0_17_RANK,Q34_0_18_RANK,Q34_0_19_RANK,Q34_0_20_RANK,Q34_0_21_RANK,Q34_1_1_RANK,Q34_1_2_RANK,Q34_1_3_RANK,Q34_1_4_RANK,Q34_1_5_RANK,Q34_1_6_RANK,Q34_1_7_RANK,Q34_1_8_RANK,Q34_1_9_RANK,Q34_1_10_RANK,Q34_1_11_RANK,Q34_1_12_RANK,Q34_1_13_RANK,Q34_1_14_RANK,Q34_1_15_RANK,Q34_1_16_RANK,Q34_1_17_RANK,Q34_1_18_RANK,Q34_1_19_RANK,Q34_1_20_RANK,Q34_1_21_RANK,Q34_2_1_RANK,Q34_2_2_RANK,Q34_2_3_RANK,Q34_2_4_RANK,Q34_2_5_RANK,Q34_2_6_RANK,Q34_2_7_RANK,Q34_2_8_RANK,Q34_2_9_RANK,Q34_2_10_RANK,Q34_2_11_RANK,Q34_2_12_RANK,Q34_2_13_RANK,Q34_2_14_RANK,Q34_2_15_RANK,Q34_2_16_RANK,Q34_2_17_RANK,Q34_2_18_RANK,Q34_2_19_RANK,Q34_2_20_RANK,Q34_2_21_RANK,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q32,Q7,Q9,Q11,Q11_3_TEXT,Q19,Q31
11/1/19,11/1/19,IP Address,128.135.98.177,100,651,TRUE,11/1/19,R_3nACvn2Mop7DL7E,,,,,41.78210449,-87.604599,anonymous,EN,30,60,10,0,,15,85,0,0,,0,100,0,0,,85,15,0,,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,"What will nearshore climates be like in the future? (i.e., if we lack good predictions of ocean climate, how can we experiment under future conditions if we don’t know what those are?,What are the reasons for genetic divergence in the sea within and/or among species?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?","What is the relative contribution of temporal fluctuating selection to maintaining variation in populations for short vs. long generation times?,At spatial scales below the dispersal distance, how do spatial patterns of selective gradients create patterns of local adaptation (microgeographic adaptation)?,Under what conditions does the evolved plastic response predict the evolutionary response?","For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?,What is the role of hybridization/introgression in range expansion (or lack thereof) to new habitats?",2,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,3,,,,,,,2,,,1,,,,,,,,,,,,,1,2,4,3,5,,Masters,20-29,Male,,7,United States of America
11/1/19,11/1/19,IP Address,174.194.194.72,100,368,TRUE,11/1/19,R_3oHmLKmrYlLfQgX,,,,,37.75950623,-122.4366989,anonymous,EN,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"For me, by far the most significant evolutionary question is about the conditions that allow species to adapt to future climate? Which species will be most likely to? And how much will such adaptation slow the ecosystem impacts of climate change in the oceans? Most of your questions address this at some level, but they are far too deep in the weeds. Each system will demand a slightly different approach. But the key thing is to keep the above questions paramount.",,,,,,
11/1/19,11/1/19,IP Address,69.17.215.194,100,685,TRUE,11/1/19,R_20UOeKdVUXzcPBC,,,,,32.29420471,-64.7838974,anonymous,EN,40,40,20,0,,0,100,0,0,,0,80,20,0,,100,0,0,,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,"Do species with large effective population size have unexpected outcomes for population genetic processes?,How do the genetics and geography of local adaptation interact with oceanographic processes to predict (or not) future evolvability?,How do eco-evolutionary feedbacks alter productivity and biogeochemical cycles in the ocean?","How does variation in selection or plasticity across different life history stages constrain or promote adaptation?,Under what conditions will evolutionary processes accelerate (e.g.  mutational meltdowns or Allee effects) or prevent (e.g. evolutionary rescue) extinctions?,What is the relative contribution of temporal fluctuating selection to maintaining variation in populations for short vs. long generation times?","At spatial scales below the dispersal distance, how do spatial patterns of selective gradients create patterns of local adaptation (microgeographic adaptation)?,What will nearshore climates be like in the future? (i.e., if we lack good predictions of ocean climate, how can we experiment under future conditions if we don’t know what those are?,For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?",,,,,,,,,,1,,,,,2,,3,,,,,,,,,,,,,,,,,1,3,,,,2,,,,,,,,,,,,3,,2,,,,,,,,1,,,2,1,3,5,4,,PhD,40-49,Male,,19,United States of America
11/1/19,11/1/19,IP Address,128.128.228.224,100,670,TRUE,11/1/19,R_1M3yRQPcpBLFgmB,,,,,41.56939697,-70.61519623,anonymous,EN,30,50,20,0,,0,100,0,0,,0,100,0,0,,100,0,0,,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,"What will nearshore climates be like in the future? (i.e., if we lack good predictions of ocean climate, how can we experiment under future conditions if we don’t know what those are?,How do eco-evolutionary feedbacks alter productivity and biogeochemical cycles in the ocean?,How and which dispersal traits are evolving in response to environmental change?","When high genetic drift (e.g. sweepstakes reproductive success), strong selection, and high gene flow all occur at the same life stage (e.g. larval dispersal), what are the relative importance of each process to evolutionary outcomes?,How can we quantify additive genetic variance (e.g., heritability) effectively in systems where pair-mated cross designs or pedigrees are not feasible?,At spatial scales below the dispersal distance, how do spatial patterns of selective gradients create patterns of local adaptation (microgeographic adaptation)?","What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?,For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?",,,,,,,3,,,,1,,,,,,2,,,,,,,2,,1,,,,,,,,,,,,,,3,,,,,,3,,,,1,2,,,,,,,,,,,,,1,3,4,5,2,,Masters,20-29,Male,,3,United States of America
11/1/19,11/1/19,IP Address,160.36.43.210,100,706,TRUE,11/1/19,R_2SkHL6kk0BsB1bG,,,,,35.9539032,-83.93569946,anonymous,EN,40,50,10,0,,0,30,70,0,,0,100,0,0,,70,30,0,,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Not important,Not important,Somewhat important,Not important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,"How will environmental change interact with different reproduction strategies (e.g. broadcast spawning, brooding, sex determination) to alter reproductive success?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?,How and which dispersal traits are evolving in response to environmental change?","How does variation in selection or plasticity across different life history stages constrain or promote adaptation?,How can we quantify additive genetic variance (e.g., heritability) effectively in systems where pair-mated cross designs or pedigrees are not feasible?,What are the reasons for genetic divergence in the sea within and/or among species?","For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?,How do the genetics and geography of local adaptation interact with oceanographic processes to predict (or not) future evolvability?,At spatial scales below the dispersal distance, how do spatial patterns of selective gradients create patterns of local adaptation (microgeographic adaptation)?",,1,,2,,,3,,,,,,,,,,,,,,,3,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,2,,,,3,,,3,2,4,5,1,,PhD,30-39,Female,,11,United States of America
11/1/19,11/1/19,IP Address,213.142.96.110,100,4764,TRUE,11/1/19,R_oXqj8bCmvtn11V7,,,,,48.1967926,16.31910706,anonymous,EN,9,90,1,0,,45,45,10,0,,30,30,10,30,Algae,20,80,0,,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Not important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Not important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,"How do the genetics and geography of local adaptation interact with oceanographic processes to predict (or not) future evolvability?,How do eco-evolutionary feedbacks alter productivity and biogeochemical cycles in the ocean?,What are the reasons for genetic divergence in the sea within and/or among species?","How will environmental change interact with different reproduction strategies (e.g. broadcast spawning, brooding, sex determination) to alter reproductive success?,How and which dispersal traits are evolving in response to environmental change?,Under what conditions will evolutionary processes accelerate (e.g.  mutational meltdowns or Allee effects) or prevent (e.g. evolutionary rescue) extinctions?","What is the role of hybridization/introgression in range expansion (or lack thereof) to new habitats?,What will nearshore climates be like in the future? (i.e., if we lack good predictions of ocean climate, how can we experiment under future conditions if we don’t know what those are?,Do species with large effective population size have unexpected outcomes for population genetic processes?",3,,,,,,,,,,,,,,1,,2,,,,,,1,,,,,2,,,,,,,,,,,3,,,,,,,,,1,,,,3,2,,,,,,,,,,,4,1,3,5,2,,PhD,20-29,Female,,6,France
11/1/19,11/1/19,IP Address,130.39.115.63,100,560,TRUE,11/1/19,R_sbO2iB4knruCoRr,,,,,30.40299988,-91.18859863,anonymous,EN,5,95,0,0,,5,95,0,0,,0,85,15,0,,100,0,0,,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Not important,Somewhat important,Very important,Somewhat important,Not important,Somewhat important,Somewhat important,Not important,Not important,Not important,Somewhat important,Very important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Not important,Not important,Not important,Not important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Not important,Not important,Not important,Somewhat important,Very important,Somewhat important,What are the reasons for genetic divergence in the sea within and/or among species?,What is the role of hybridization/introgression in range expansion (or lack thereof) to new habitats?,"What will nearshore climates be like in the future? (i.e., if we lack good predictions of ocean climate, how can we experiment under future conditions if we don’t know what those are?",1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,4,5,2,3,,PhD,50-59,Male,,32,United States of America
11/1/19,11/1/19,IP Address,134.121.33.58,100,10702,TRUE,11/1/19,R_C4fYMNgsq2vGJnX,,,,,46.73129272,-117.1795959,anonymous,EN,10,10,0,80,Physiology,0,100,0,0,,0,100,0,0,,80,20,0,,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Not important,Somewhat important,Very important,Very important,Not important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Not important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?,How does variation in selection or plasticity across different life history stages constrain or promote adaptation?,"How will environmental change interact with different reproduction strategies (e.g. broadcast spawning, brooding, sex determination) to alter reproductive success?",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,3,4,5,2,,PhD,40-49,Male,,19,United States of America
11/1/19,11/1/19,IP Address,81.237.167.107,100,823,TRUE,11/1/19,R_8dieLMQzMQYL2RX,,,,,58.93940735,11.17120361,anonymous,EN,20,80,0,0,,0,100,0,0,,0,90,10,0,,100,0,0,,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,"How do the genetics and geography of local adaptation interact with oceanographic processes to predict (or not) future evolvability?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?,Do species with large effective population size have unexpected outcomes for population genetic processes?","How does variation in selection or plasticity across different life history stages constrain or promote adaptation?,How can we quantify additive genetic variance (e.g., heritability) effectively in systems where pair-mated cross designs or pedigrees are not feasible?,Can epigenetic or plastic responses to environmental stress be inherited and alter evolutionary processes?","For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?,What will nearshore climates be like in the future? (i.e., if we lack good predictions of ocean climate, how can we experiment under future conditions if we don’t know what those are?,Under what conditions will evolutionary processes accelerate (e.g.  mutational meltdowns or Allee effects) or prevent (e.g. evolutionary rescue) extinctions?",,,,2,,,,,,3,,,,,1,,,,,,,,,2,,,,,,,,,,1,,,3,,,,,,,,,,,,,,1,,2,,,,,,,3,,,,3,2,4,5,1,,PhD,40-49,Male,,14,Sweden
11/1/19,11/1/19,IP Address,207.62.144.90,100,622,TRUE,11/1/19,R_2EsJWcTpZMyABnz,,,,,36.68490601,-121.793396,anonymous,EN,15,55,0,30,Functional Genomics,20,40,40,0,,0,50,50,0,,85,15,0,,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Not important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,"How will environmental change interact with different reproduction strategies (e.g. broadcast spawning, brooding, sex determination) to alter reproductive success?",Can epigenetic or plastic responses to environmental stress be inherited and alter evolutionary processes?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,4,5,3,2,,PhD,40-49,Male,,17,United States of America
11/1/19,11/1/19,IP Address,138.26.210.189,100,406,TRUE,11/1/19,R_008OtSZ30U7pZKx,,,,,33.54460144,-86.92919922,anonymous,EN,45,55,0,0,,0,85,15,0,,0,10,0,90,Algae,80,20,0,,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,"When high genetic drift (e.g. sweepstakes reproductive success), strong selection, and high gene flow all occur at the same life stage (e.g. larval dispersal), what are the relative importance of each process to evolutionary outcomes?,Do species with large effective population size have unexpected outcomes for population genetic processes?,What are the reasons for genetic divergence in the sea within and/or among species?","How does variation in selection or plasticity across different life history stages constrain or promote adaptation?,What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?,How and which dispersal traits are evolving in response to environmental change?","What will nearshore climates be like in the future? (i.e., if we lack good predictions of ocean climate, how can we experiment under future conditions if we don’t know what those are?,Under what conditions does the evolved plastic response predict the evolutionary response?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?",3,,,,1,,,,,2,,,,,,,,,,,,,,,,,,3,2,,,,,1,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,2,,2,1,4,5,3,,PhD,30-39,Female,,16,United States of America
11/1/19,11/1/19,IP Address,75.67.212.11,100,932,TRUE,11/1/19,R_VI6X4nCWNlef4hH,,,,,43.16929626,-73.04740143,anonymous,EN,60,30,0,10,physiology,10,80,10,0,,0,100,0,0,,100,0,0,,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Not important,Not important,Not important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,"How will environmental change interact with different reproduction strategies (e.g. broadcast spawning, brooding, sex determination) to alter reproductive success?",How does variation in selection or plasticity across different life history stages constrain or promote adaptation?,How and which dispersal traits are evolving in response to environmental change?,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,3,4,5,1,,PhD,60-69,Female,,15,United States of America
11/1/19,11/1/19,IP Address,108.194.215.56,100,1399,TRUE,11/1/19,R_2EhETF0QgLDVczr,,,,,33.49440002,-86.80280304,anonymous,EN,50,50,0,0,,5,95,0,0,,0,70,10,20,algae,80,20,0,,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,"What are the reasons for genetic divergence in the sea within and/or among species?,How do the genetics and geography of local adaptation interact with oceanographic processes to predict (or not) future evolvability?,When high genetic drift (e.g. sweepstakes reproductive success), strong selection, and high gene flow all occur at the same life stage (e.g. larval dispersal), what are the relative importance of each process to evolutionary outcomes?","How do microbial symbiont(s) or microbiomes affect the adaptation or acclimation of their hosts to a changing environment?,At spatial scales below the dispersal distance, how do spatial patterns of selective gradients create patterns of local adaptation (microgeographic adaptation)?,How does variation in selection or plasticity across different life history stages constrain or promote adaptation?","What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?,How and which dispersal traits are evolving in response to environmental change?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?",1,,,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,3,,,,,,2,,1,,,,3,,,2,1,,,,,,,,,,,,,,1,3,4,5,2,What is the role of mating system variation in determining the adaptive potential for species in changing environments?,PhD,30-39,Male,,11,United States of America
